Country,Theme,Name,MinShips
universal,Greek Gods,Uranus,0
universal,Greek Gods,Pontus,0
universal,Greek Heroes,Achilles,0
universal,Greek Heroes,Odysseus,0
universal,Greek Heroes,Heracles,0
universal,Greek Heroes,Perseus,0
universal,Greek Heroes,Theseus,0
universal,Greek Heroes,Jason,0
universal,Greek Heroes,Bellerophon,0
universal,Greek Heroes,Orpheus,0
universal,Greek Heroes,Atalanta,0
universal,Greek Heroes,Castor,0
universal,Greek Heroes,Pollux,0
universal,Greek Heroes,Ajax,0
universal,Greek Heroes,Diomedes,0
universal,Greek Heroes,Nestor,0
universal,Greek Heroes,Patroclus,0
universal,Greek Heroes,Hector,0
universal,Greek Heroes,Agamemnon,0
universal,Greek Heroes,Menelaus,0
universal,Greek Heroes,Aeneas,0
universal,Greek Heroes,Telamon,0
universal,Greek Heroes,Peleus,0
universal,Greek Heroes,Meleager,0
universal,Greek Heroes,Philoctetes,0
universal,Greek Heroes,Teucer,0
universal,Greek Heroes,Idomeneus,0
universal,Greek Heroes,Cadmus,0
universal,Greek Heroes,Pirithous,0
universal,Greek Heroes,Daedalus,0
universal,Greek Heroes,Icarus,0
universal,Greek Heroes,Asclepius,0
universal,Greek Heroes,Protesilaus,0
universal,Greek Heroes,Sarpedon,0
universal,Greek Heroes,Oedipus,0
universal,Greek Heroes,Amphitryon,0
universal,Greek Heroes,Hippolytus,0
universal,Greek Heroes,Iphicles,0
universal,Roman Gods,Jupiter,0
universal,Roman Gods,Neptune,0
universal,Roman Gods,Mars,0
universal,Roman Gods,Venus,0
universal,Roman Gods,Apollo,0
universal,Roman Gods,Diana,0
universal,Roman Gods,Mercury,0
universal,Roman Gods,Minerva,0
universal,Roman Gods,Vulcan,0
universal,Roman Gods,Juno,0
universal,Roman Gods,Vesta,0
universal,Roman Gods,Ceres,0
universal,Roman Gods,Bacchus,0
universal,Roman Gods,Pluto,0
universal,Roman Gods,Saturn,0
universal,Roman Gods,Uranus,0
universal,Roman Gods,Sol,0
universal,Roman Gods,Luna,0
universal,Roman Gods,Aurora,0
universal,Roman Gods,Bellona,0
universal,Roman Gods,Janus,0
universal,Roman Gods,Fortuna,0
universal,Roman Gods,Victoria,0
universal,Roman Gods,Concordia,0
universal,Roman Gods,Fides,0
universal,Roman Gods,Spes,0
universal,Roman Gods,Virtus,0
universal,Roman Gods,Honos,0
universal,Roman Gods,Clementia,0
universal,Roman Gods,Justitia,0
universal,Roman Gods,Pietas,0
universal,Roman Gods,Salus,0
universal,Roman Gods,Libertas,0
universal,Roman Gods,Pax,0
universal,Norse Gods,Odin,0
universal,Norse Gods,Thor,0
universal,Norse Gods,Loki,0
universal,Norse Gods,Freya,0
universal,Norse Gods,Frigg,0
universal,Norse Gods,Baldur,0
universal,Norse Gods,Tyr,0
universal,Norse Gods,Heimdall,0
universal,Norse Gods,Njord,0
universal,Norse Gods,Skadi,0
universal,Norse Gods,Hel,0
universal,Norse Gods,Forseti,0
universal,Norse Gods,Bragi,0
universal,Norse Gods,Idun,0
universal,Norse Gods,Vidar,0
universal,Norse Gods,Vali,0
universal,Norse Gods,Ullr,0
universal,Norse Gods,Hoenir,0
universal,Norse Gods,Sif,0
universal,Norse Gods,Eir,0
universal,Norse Gods,Saga,0
universal,Norse Gods,Var,0
universal,Norse Gods,Syn,0
universal,Norse Gods,Aegir,0
universal,Norse Gods,Ran,0
universal,Norse Gods,Fenrir,0
universal,Norse Gods,Jormungandr,0
universal,Norse Gods,Sleipnir,0
universal,Norse Gods,Ymir,0
universal,Norse Gods,Surtr,0
universal,Egyptian Gods,Ra,0
universal,Egyptian Gods,Anubis,0
universal,Egyptian Gods,Osiris,0
universal,Egyptian Gods,Isis,0
universal,Egyptian Gods,Horus,0
universal,Egyptian Gods,Set,0
universal,Egyptian Gods,Thoth,0
universal,Egyptian Gods,Hathor,0
universal,Egyptian Gods,Bastet,0
universal,Egyptian Gods,Sekhmet,0
universal,Egyptian Gods,Ptah,0
universal,Egyptian Gods,Amun,0
universal,Egyptian Gods,Amon-Ra,0
universal,Egyptian Gods,Sobek,0
universal,Egyptian Gods,Khnum,0
universal,Egyptian Gods,Nut,0
universal,Egyptian Gods,Geb,0
universal,Egyptian Gods,Shu,0
universal,Egyptian Gods,Tefnut,0
universal,Egyptian Gods,Nephthys,0
universal,Egyptian Gods,Ma'at,0
universal,Egyptian Gods,Khonsu,0
universal,Egyptian Gods,Bes,0
universal,Egyptian Gods,Taweret,0
universal,Egyptian Gods,Serapis,0
universal,Hindu Gods,Brahma,0
universal,Hindu Gods,Vishnu,0
universal,Hindu Gods,Shiva,0
universal,Hindu Gods,Ganesha,0
universal,Hindu Gods,Hanuman,0
universal,Hindu Gods,Durga,0
universal,Hindu Gods,Kali,0
universal,Hindu Gods,Lakshmi,0
universal,Hindu Gods,Saraswati,0
universal,Hindu Gods,Parvati,0
universal,Hindu Gods,Krishna,0
universal,Hindu Gods,Rama,0
universal,Hindu Gods,Indra,0
universal,Hindu Gods,Agni,0
universal,Hindu Gods,Varuna,0
universal,Hindu Gods,Vayu,0
universal,Hindu Gods,Surya,0
universal,Hindu Gods,Chandra,0
universal,Hindu Gods,Yama,0
universal,Hindu Gods,Kubera,0
universal,Hindu Gods,Kartikeya,0
universal,Hindu Gods,Garuda,0
universal,Hindu Gods,Nandi,0
universal,Hindu Gods,Kamadeva,0
universal,Mythical Creatures,Phoenix,0
universal,Mythical Creatures,Dragon,0
universal,Mythical Creatures,Griffin,0
universal,Mythical Creatures,Chimera,0
universal,Mythical Creatures,Hydra,0
universal,Mythical Creatures,Cerberus,0
universal,Mythical Creatures,Pegasus,0
universal,Mythical Creatures,Minotaur,0
universal,Mythical Creatures,Sphinx,0
universal,Mythical Creatures,Kraken,0
universal,Mythical Creatures,Basilisk,0
universal,Mythical Creatures,Manticore,0
universal,Mythical Creatures,Wyvern,0
universal,Mythical Creatures,Leviathan,0
universal,Mythical Creatures,Behemoth,0
universal,Mythical Creatures,Roc,0
universal,Mythical Creatures,Thunderbird,0
universal,Mythical Creatures,Salamander,0
universal,Mythical Creatures,Unicorn,0
universal,Mythical Creatures,Centaur,0
universal,Mythical Creatures,Cyclops,0
universal,Mythical Creatures,Gorgon,0
universal,Mythical Creatures,Harpy,0
universal,Mythical Creatures,Siren,0
universal,Mythical Creatures,Scylla,0
universal,Mythical Creatures,Charybdis,0
# Culture-gated creature themes — unlocked by controlling territory from the listed nations
universal,Greek Creatures,Typhon,0,greece
universal,Greek Creatures,Echidna,0,greece
universal,Greek Creatures,Hydra,0,greece
universal,Greek Creatures,Chimera,0,greece
universal,Greek Creatures,Minotaur,0,greece
universal,Greek Creatures,Cyclops,0,greece
universal,Greek Creatures,Medusa,0,greece
universal,Greek Creatures,Gorgon,0,greece
universal,Greek Creatures,Pegasus,0,greece
universal,Greek Creatures,Cerberus,0,greece
universal,Greek Creatures,Sphinx,0,greece
universal,Greek Creatures,Harpy,0,greece
universal,Greek Creatures,Siren,0,greece
universal,Greek Creatures,Centaur,0,greece
universal,Greek Creatures,Scylla,0,greece
universal,Greek Creatures,Charybdis,0,greece
universal,Greek Creatures,Python,0,greece
universal,Greek Creatures,Ladon,0,greece
universal,Greek Creatures,Geryon,0,greece
universal,Greek Creatures,Cetus,0,greece
universal,Greek Creatures,Drakon,0,greece
universal,Greek Creatures,Colchian,0,greece
universal,Greek Creatures,Lernaean,0,greece
universal,Greek Creatures,Nemean,0,greece
universal,Greek Creatures,Empusa,0,greece
universal,Greek Creatures,Lamia,0,greece
universal,Greek Creatures,Stymphalian,0,greece
universal,Greek Creatures,Orthos,0,greece
universal,Greek Creatures,Campe,0,greece
universal,Norse Creatures,Fenrir,0,norway|sweden|denmark
universal,Norse Creatures,Jormungandr,0,norway|sweden|denmark
universal,Norse Creatures,Nidhogg,0,norway|sweden|denmark
universal,Norse Creatures,Fafnir,0,norway|sweden|denmark
universal,Norse Creatures,Kraken,0,norway|sweden|denmark
universal,Norse Creatures,Lindworm,0,norway|sweden|denmark
universal,Norse Creatures,Draugen,0,norway|sweden|denmark
universal,Norse Creatures,Huldra,0,norway|sweden|denmark
universal,Norse Creatures,Nøkken,0,norway|sweden|denmark
universal,Norse Creatures,Fossegrim,0,norway|sweden|denmark
universal,Norse Creatures,Jotun,0,norway|sweden|denmark
universal,Norse Creatures,Garm,0,norway|sweden|denmark
universal,Norse Creatures,Ratatosk,0,norway|sweden|denmark
universal,Norse Creatures,Sköll,0,norway|sweden|denmark
universal,Norse Creatures,Háti,0,norway|sweden|denmark
universal,Norse Creatures,Huginn,0,norway|sweden|denmark
universal,Norse Creatures,Muninn,0,norway|sweden|denmark
universal,Norse Creatures,Sleipnir,0,norway|sweden|denmark
universal,Norse Creatures,Níðhöggr,0,norway|sweden|denmark
universal,Norse Creatures,Hrym,0,norway|sweden|denmark
universal,Norse Creatures,Nattmara,0,norway|sweden|denmark
universal,Norse Creatures,Svartálfar,0,norway|sweden|denmark
universal,Norse Creatures,Valkyrie,0,norway|sweden|denmark
universal,Chinese Creatures,Long,0,china
universal,Chinese Creatures,Fenghuang,0,china
universal,Chinese Creatures,Qilin,0,china
universal,Chinese Creatures,Pixiu,0,china
universal,Chinese Creatures,Bixie,0,china
universal,Chinese Creatures,Jiaolong,0,china
universal,Chinese Creatures,Peng,0,china
universal,Chinese Creatures,Taotie,0,china
universal,Chinese Creatures,Hundun,0,china
universal,Chinese Creatures,Bashe,0,china
universal,Chinese Creatures,Suanni,0,china
universal,Chinese Creatures,Pulao,0,china
universal,Chinese Creatures,Bixi,0,china
universal,Chinese Creatures,Chaofeng,0,china
universal,Chinese Creatures,Chiwen,0,china
universal,Chinese Creatures,Yazi,0,china
universal,Chinese Creatures,Bian,0,china
universal,Chinese Creatures,Fuxi,0,china
universal,Chinese Creatures,Biwen,0,china
universal,Chinese Creatures,Jiu Wei Hu,0,china
universal,Chinese Creatures,Tian Gou,0,china
universal,Chinese Creatures,Baihu,0,china
universal,Chinese Creatures,Xuanwu,0,china
universal,Chinese Creatures,Zhuque,0,china
universal,Japanese Creatures,Ryū,0,japan
universal,Japanese Creatures,Tengu,0,japan
universal,Japanese Creatures,Kappa,0,japan
universal,Japanese Creatures,Tanuki,0,japan
universal,Japanese Creatures,Oni,0,japan
universal,Japanese Creatures,Kitsune,0,japan
universal,Japanese Creatures,Yamata,0,japan
universal,Japanese Creatures,Baku,0,japan
universal,Japanese Creatures,Nue,0,japan
universal,Japanese Creatures,Jorogumo,0,japan
universal,Japanese Creatures,Raiju,0,japan
universal,Japanese Creatures,Gashadokuro,0,japan
universal,Japanese Creatures,Shachihoko,0,japan
universal,Japanese Creatures,Ōkami,0,japan
universal,Japanese Creatures,Bakeneko,0,japan
universal,Japanese Creatures,Umi-bozu,0,japan
universal,Japanese Creatures,Kirin,0,japan
universal,Japanese Creatures,Shiryō,0,japan
universal,Japanese Creatures,Orochi,0,japan
universal,Slavic Creatures,Firebird,0,russia
universal,Slavic Creatures,Zmey Gorynych,0,russia
universal,Slavic Creatures,Rusalka,0,russia
universal,Slavic Creatures,Leshy,0,russia
universal,Slavic Creatures,Vodyanoy,0,russia
universal,Slavic Creatures,Domovoi,0,russia
universal,Slavic Creatures,Kikimora,0,russia
universal,Slavic Creatures,Sirin,0,russia
universal,Slavic Creatures,Alkonost,0,russia
universal,Slavic Creatures,Zhar-Ptitsa,0,russia
universal,Slavic Creatures,Gamayun,0,russia
universal,Slavic Creatures,Poludnitsa,0,russia
universal,Slavic Creatures,Stribog,0,russia
universal,Slavic Creatures,Rarog,0,russia
universal,Slavic Creatures,Indrik,0,russia
universal,Celtic Creatures,Kelpie,0,britain
universal,Celtic Creatures,Selkie,0,britain
universal,Celtic Creatures,Banshee,0,britain
universal,Celtic Creatures,Nuckelavee,0,britain
universal,Celtic Creatures,Cu Sith,0,britain
universal,Celtic Creatures,Pooka,0,britain
universal,Celtic Creatures,Redcap,0,britain
universal,Celtic Creatures,Gruagach,0,britain
universal,Celtic Creatures,Caoranach,0,britain
universal,Celtic Creatures,Dobhar-Chu,0,britain
universal,Celtic Creatures,Glashtyn,0,britain
universal,Celtic Creatures,Each-Uisge,0,britain
universal,Celtic Creatures,Wulver,0,britain
universal,Constellations,Orion,0
universal,Constellations,Cassiopeia,0
universal,Constellations,Draco,0
universal,Constellations,Ursa Major,0
universal,Constellations,Ursa Minor,0
universal,Constellations,Andromeda,0
universal,Constellations,Perseus,0
universal,Constellations,Pegasus,0
universal,Constellations,Cygnus,0
universal,Constellations,Aquila,0
universal,Constellations,Lyra,0
universal,Constellations,Hercules,0
universal,Constellations,Centaurus,0
universal,Constellations,Scorpius,0
universal,Constellations,Leo,0
universal,Constellations,Taurus,0
universal,Constellations,Aries,0
universal,Constellations,Gemini,0
universal,Constellations,Cancer,0
universal,Constellations,Virgo,0
universal,Constellations,Libra,0
universal,Constellations,Sagittarius,0
universal,Constellations,Capricornus,0
universal,Constellations,Aquarius,0
universal,Constellations,Pisces,0
universal,Constellations,Ophiuchus,0
universal,Constellations,Serpens,0
universal,Constellations,Corvus,0
universal,Constellations,Cetus,0
universal,Constellations,Phoenix,0
universal,Virtues,Valor,0
universal,Virtues,Liberty,0
universal,Virtues,Justice,0
universal,Virtues,Honor,0
universal,Virtues,Courage,0
universal,Virtues,Wisdom,0
universal,Virtues,Glory,0
universal,Virtues,Victory,0
universal,Virtues,Triumph,0
universal,Virtues,Freedom,0
universal,Virtues,Fortitude,0
universal,Virtues,Vigilance,0
universal,Virtues,Defiance,0
universal,Virtues,Vengeance,0
universal,Virtues,Retribution,0
universal,Virtues,Indomitable,0
universal,Virtues,Resolute,0
universal,Virtues,Audacity,0
universal,Virtues,Fearless,0
universal,Virtues,Undaunted,0
universal,Virtues,Invincible,0
universal,Virtues,Relentless,0
universal,Virtues,Intrepid,0
universal,Virtues,Dauntless,0
universal,Virtues,Dreadnought,0
universal,Weather,Storm,0
universal,Weather,Tempest,0
universal,Weather,Thunder,0
universal,Weather,Lightning,0
universal,Weather,Gale,0
universal,Weather,Squall,0
universal,Weather,Hurricane,0
universal,Weather,Typhoon,0
universal,Weather,Cyclone,0
universal,Weather,Tornado,0
universal,Weather,Blizzard,0
universal,Weather,Monsoon,0
universal,Weather,Whirlwind,0
universal,Weather,Maelstrom,0
universal,Weather,Zephyr,0
universal,Weather,Breeze,0
universal,Weather,Gust,0
universal,Weather,Sirocco,0
universal,Weather,Mistral,0
universal,Weather,Chinook,0
universal,Weather,Norther,0
universal,Weather,Foehn,0
universal,Weather,Haboob,0
universal,Weather,Bora,0
universal,Weather,Tramontane,0
universal,Weather,Etesian,0
universal,Weather,Meltemi,0
universal,Weather,Levanter,0
universal,Weather,Gregale,0
universal,Weather,Scirocco,0
universal,Stinging Insects,Wasp,0
universal,Stinging Insects,Hornet,0
universal,Stinging Insects,Yellowjacket,0
universal,Stinging Insects,Bumblebee,0
universal,Stinging Insects,Honeybee,0
universal,Stinging Insects,Fire Ant,0
universal,Stinging Insects,Carpenter,0
universal,Stinging Insects,Paper Wasp,0
universal,Stinging Insects,Potter,0
universal,Stinging Insects,Mud Dauber,0
universal,Stinging Insects,Sand Wasp,0
universal,Stinging Insects,Hunting Wasp,0
universal,Stinging Insects,Cicada Killer,0
universal,Stinging Insects,Tarantula Hawk,0
universal,Stinging Insects,Velvet Ant,0
universal,Stinging Insects,Baldfaced,0
universal,Stinging Insects,Ground Hornet,0
universal,Stinging Insects,Red Wasp,0
universal,Stinging Insects,Thread Wasp,0
universal,Stinging Insects,Blue Mud Wasp,0
universal,Stinging Insects,Scorpion,0
universal,Stinging Insects,Sting Ray,0
universal,Stinging Insects,Vespula,0
universal,Stinging Insects,Vespa,0
universal,Stinging Insects,Polistes,0
universal,Birds,Eagle,0
universal,Birds,Hawk,0
universal,Birds,Falcon,0
universal,Birds,Osprey,0
universal,Birds,Kestrel,0
universal,Birds,Vulture,0
universal,Birds,Condor,0
universal,Birds,Albatross,0
universal,Birds,Petrel,0
universal,Birds,Pelican,0
universal,Birds,Cormorant,0
universal,Birds,Gannet,0
universal,Birds,Frigate Bird,0
universal,Birds,Shearwater,0
universal,Birds,Skua,0
universal,Birds,Tern,0
universal,Birds,Gull,0
universal,Birds,Kittiwake,0
universal,Birds,Jaeger,0
universal,Birds,Booby,0
universal,Birds,Tropicbird,0
universal,Birds,Crane,0
universal,Birds,Heron,0
universal,Birds,Egret,0
universal,Birds,Ibis,0
universal,Birds,Stork,0
universal,Birds,Flamingo,0
universal,Birds,Swan,0
universal,Birds,Goose,0
universal,Birds,Duck,0
universal,Birds,Mallard,0
universal,Birds,Teal,0
universal,Birds,Wigeon,0
universal,Birds,Pintail,0
universal,Birds,Shoveler,0
universal,Birds,Merganser,0
universal,Birds,Eider,0
universal,Birds,Scoter,0
universal,Birds,Loon,0
universal,Birds,Grebe,0
universal,Birds,Avocet,0
universal,Birds,Stilt,0
universal,Birds,Plover,0
universal,Birds,Lapwing,0
universal,Birds,Curlew,0
universal,Birds,Whimbrel,0
universal,Birds,Godwit,0
universal,Birds,Sandpiper,0
universal,Birds,Snipe,0
universal,Birds,Woodcock,0
universal,Birds,Phalarope,0
universal,Birds,Oystercatcher,0
universal,Birds,Turnstone,0
universal,Birds,Dunlin,0
universal,Birds,Sanderling,0
universal,Birds,Raven,0
universal,Birds,Crow,0
universal,Birds,Rook,0
universal,Birds,Jackdaw,0
universal,Birds,Magpie,0
universal,Birds,Jay,0
universal,Birds,Starling,0
universal,Birds,Blackbird,0
universal,Birds,Thrush,0
universal,Birds,Robin,0
universal,Birds,Nightingale,0
universal,Birds,Lark,0
universal,Birds,Swallow,0
universal,Birds,Swift,0
universal,Birds,Martin,0
universal,Birds,Wren,0
universal,Birds,Sparrow,0
universal,Birds,Finch,0
universal,Birds,Goldfinch,0
universal,Birds,Linnet,0
universal,Birds,Bunting,0
universal,Birds,Cardinal,0
universal,Birds,Oriole,0
universal,Birds,Tanager,0
universal,Birds,Warbler,0
universal,Birds,Vireo,0
universal,Birds,Flycatcher,0
universal,Birds,Shrike,0
universal,Birds,Nuthatch,0
universal,Birds,Treecreeper,0
universal,Birds,Titmouse,0
universal,Birds,Chickadee,0
universal,Birds,Owl,0
universal,Birds,Eagle Owl,0
universal,Birds,Barn Owl,0
universal,Birds,Snowy Owl,0
universal,Birds,Screech Owl,0
universal,Birds,Horned Owl,0
universal,Birds,Kingfisher,0
universal,Birds,Woodpecker,0
universal,Birds,Kookaburra,0
universal,Birds,Hoopoe,0
universal,Birds,Toucan,0
universal,Birds,Hornbill,0
universal,Birds,Parrot,0
universal,Birds,Macaw,0
universal,Birds,Cockatoo,0
universal,Birds,Parakeet,0
universal,Birds,Lorikeet,0
universal,Birds,Peacock,0
universal,Birds,Pheasant,0
universal,Birds,Grouse,0
universal,Birds,Quail,0
universal,Birds,Partridge,0
universal,Birds,Ptarmigan,0
universal,Birds,Turkey,0
universal,Birds,Ostrich,0
universal,Birds,Emu,0
universal,Birds,Rhea,0
universal,Birds,Cassowary,0
universal,Birds,Kiwi,0
universal,Birds,Penguin,0
universal,Birds,Emperor Penguin,0
universal,Birds,King Penguin,0
universal,Birds,Puffin,0
universal,Birds,Auk,0
universal,Birds,Murre,0
universal,Birds,Guillemot,0
universal,Birds,Razorbill,0
universal,Birds,Secretary Bird,0
universal,Birds,Harrier,0
universal,Birds,Buzzard,0
universal,Birds,Kite,0
universal,Birds,Goshawk,0
universal,Birds,Sparrowhawk,0
universal,Birds,Merlin,0
universal,Birds,Peregrine,0
universal,Birds,Caracara,0
universal,Birds,Roadrunner,0
universal,Birds,Cuckoo,0
universal,Birds,Coucal,0
universal,Birds,Nightjar,0
universal,Birds,Hummingbird,0
universal,Birds,Pigeon,0
universal,Birds,Dove,0
universal,Birds,Sandgrouse,0
universal,Birds,Bittern,0
universal,Birds,Spoonbill,0
universal,Birds,Shoebill,0
# Greece
greece,Heroes,Leonidas,0
greece,Heroes,Themistocles,0
greece,Heroes,Pericles,0
greece,Heroes,Miltiades,0
greece,Heroes,Solon,0
greece,Heroes,Cleisthenes,0
greece,Heroes,Aristides,0
greece,Heroes,Cimon,0
greece,Heroes,Alcibiades,0
greece,Heroes,Demosthenes,0
greece,Heroes,Epaminondas,0
greece,Heroes,Pelopidas,0
greece,Heroes,Lysander,0
greece,Heroes,Brasidas,0
greece,Heroes,Agesilaus,0
greece,Heroes,Xenophon,0
greece,Heroes,Ptolemy,0
greece,Heroes,Pyrrhus,0
greece,Cities,Athens,0
greece,Cities,Sparta,0
greece,Cities,Corinth,0
greece,Cities,Thebes,0
greece,Cities,Argos,0
greece,Cities,Megara,0
greece,Cities,Olympia,0
greece,Cities,Delphi,0
greece,Cities,Mycenae,0
greece,Cities,Piraeus,0
greece,Cities,Rhodes,0
greece,Cities,Syracuse,0
greece,Cities,Byzantium,0
greece,Cities,Ephesus,0
greece,Cities,Miletus,0
greece,Cities,Smyrna,0
greece,Cities,Pergamon,0
greece,Cities,Antioch,0
greece,Cities,Alexandria,0
greece,Cities,Cyrene,0
greece,Cities,Marseilles,0
greece,Cities,Thessaloniki,0
greece,Cities,Heraklion,0
greece,Cities,Patras,0
greece,Cities,Larissa,0
greece,Cities,Volos,0
greece,Cities,Ioannina,0
greece,Cities,Kavala,0
greece,Cities,Chania,0
greece,Cities,Chalcis,0
greece,Islands,Crete,0
greece,Islands,Rhodes,0
greece,Islands,Lesbos,0
greece,Islands,Chios,0
greece,Islands,Samos,0
greece,Islands,Naxos,0
greece,Islands,Delos,0
greece,Islands,Mykonos,0
greece,Islands,Santorini,0
greece,Islands,Paros,0
greece,Islands,Thasos,0
greece,Islands,Corfu,0
greece,Islands,Zakynthos,0
greece,Islands,Kefalonia,0
greece,Islands,Ithaca,0
greece,Islands,Aegina,0
greece,Islands,Hydra,0
greece,Islands,Kos,0
greece,Islands,Milos,0
greece,Islands,Andros,0
greece,Islands,Tinos,0
greece,Islands,Syros,0
greece,Islands,Skiathos,0
greece,Islands,Skopelos,0
greece,Islands,Skyros,0
greece,Islands,Lemnos,0
greece,Islands,Ikaria,0
greece,Islands,Patmos,0
greece,Islands,Karpathos,0
greece,Islands,Amorgos,0
greece,Islands,Ios,0
greece,Islands,Folegandros,0
greece,Islands,Sifnos,0
greece,Islands,Serifos,0
greece,Islands,Kythira,0
greece,Islands,Paxos,0
greece,Islands,Lefkada,0
greece,Islands,Alonissos,0
greece,Islands,Samothrace,0
greece,Islands,Kalymnos,0
greece,Regions,Thessaly,0
greece,Regions,Macedonia,0
greece,Regions,Epirus,0
greece,Regions,Thrace,0
greece,Regions,Boeotia,0
greece,Regions,Attica,0
greece,Regions,Peloponnese,0
greece,Regions,Laconia,0
greece,Regions,Messenia,0
greece,Regions,Arcadia,0
greece,Regions,Achaea,0
greece,Regions,Elis,0
greece,Regions,Argolid,0
greece,Regions,Corinthia,0
greece,Regions,Phocis,0
greece,Regions,Aetolia,0
greece,Regions,Acarnania,0
greece,Regions,Euboea,0
greece,Regions,Locris,0
greece,Regions,Doris,0
greece,Battles,Marathon,0
greece,Battles,Thermopylae,0
greece,Battles,Salamis,0
greece,Battles,Plataea,0
greece,Battles,Mycale,0
greece,Battles,Leuctra,0
greece,Battles,Chaeronea,0
greece,Battles,Granicus,0
greece,Battles,Issus,0
greece,Battles,Gaugamela,0
greece,Battles,Navarino,0
greece,Battles,Mantinea,0
greece,Battles,Coronea,0
greece,Battles,Cunaxa,0
greece,Mountains,Olympus,0
greece,Mountains,Parnassus,0
greece,Mountains,Helicon,0
greece,Mountains,Pindus,0
greece,Mountains,Taygetus,0
greece,Mountains,Pelion,0
greece,Mountains,Ossa,0
greece,Mountains,Hymettus,0
greece,Mountains,Pentelicus,0
greece,Mountains,Parnitha,0
greece,Mountains,Athos,0
greece,Mountains,Pangaion,0
greece,Mountains,Vermio,0
greece,Mountains,Voras,0
greece,Mountains,Falakro,0
greece,Mountains,Smolikas,0
greece,Mountains,Grammos,0
greece,Mountains,Tymfi,0
greece,Mountains,Vardousia,0
greece,Mountains,Giona,0
greece,Mountains,Oeta,0
greece,Mountains,Othrys,0
greece,Mountains,Erymanthos,0
greece,Mountains,Cyllene,0
greece,Mountains,Mainalon,0
greece,Mountains,Aroania,0
greece,Mountains,Psiloritis,0
greece,Mountains,Lefka Ori,0
greece,Mountains,Dikti,0
greece,Mountains,Ida,0
greece,Winds,Boreas,0
greece,Winds,Notus,0
greece,Winds,Zephyrus,0
greece,Winds,Eurus,0
greece,Winds,Apeliotes,0
greece,Winds,Kaikias,0
greece,Winds,Lips,0
greece,Winds,Skiron,0
greece,Winds,Meltemi,0
greece,Winds,Etesian,0
greece,Winds,Gregale,0
greece,Winds,Sirocco,0
greece,Winds,Levanter,0
greece,Winds,Tramontane,0
greece,Winds,Bora,0
greece,Rivers,Alpheus,0
greece,Rivers,Eurotas,0
greece,Rivers,Achelous,0
greece,Rivers,Pineios,0
greece,Rivers,Axios,0
greece,Rivers,Nestos,0
greece,Rivers,Evros,0
greece,Rivers,Strymon,0
greece,Rivers,Aliakmon,0
greece,Rivers,Arachthos,0
greece,Rivers,Asopos,0
greece,Rivers,Cephissus,0
greece,Rivers,Ilissos,0
greece,Rivers,Sperchios,0
greece,Rivers,Amphrysos,0
greece,Rivers,Peneus,0
greece,Rivers,Kalamas,0
greece,Rivers,Thyamis,0
greece,Rivers,Louros,0
greece,Rivers,Aoos,0
greece,Rivers,Haliacmon,0
greece,Rivers,Gallikos,0
greece,Rivers,Loudias,0
greece,Rivers,Vardar,0
greece,Rivers,Angitis,0
greece,Rivers,Nestos River,0
greece,Rivers,Kosynthos,0
greece,Rivers,Filiouris,0
greece,Rivers,Erythropotamos,0
greece,Rivers,Ardas,0
